SMILES	abs_wl_max	abs_intensity	ems_wl_max	ems_intensity
CCNC1=C(C=C2C(=C1)OC3=CC(=[NH+]CC)C(=CC3=C2C4=CC=CC=C4C(=O)OCC)C)C	529.75	1.0	552.0	1.0
C1CC2=C3C(=C4C(=C2)C(=C5C=C6CCC[N+]7=C6C(=C5O4)CCC7)C8=C(C=C(C=C8)S(=O)(=O)O)S(=O)(=O)[O-])CCCN3C1	576.0	1.0	591.0	1.0
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCC(=O)O	338.5	1.0	495.5	1.0
C1=C(C=C2C3=C1C(=O)N(C(=O)C3=CC(=C2N)S(=O)(=O)[O-])NC(=O)NN)S(=O)(=O)[O-]	279.75	1.0	538.5	1.0
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3	325.0	1.0	476.0	1.0
CC1C(=C(C(=C1C)C)C)C	249.0	1.0		
CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	285.0	1.0	637.0	1.0
C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N.Cl.Cl	344.0	1.0	486.5	1.0
CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)O.Cl.Cl.Cl	345.5	1.0	507.5	1.0
CN(C)C1=CC=C(C=C1)C2=C(C(=C3C=CC(=[N+](C)C)C=C3)C2=O)[O-]	627.25	1.0	646.0	1.0
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O.O.O	276.0	1.0		
C\1[C@H](NC(=C/C1=C/C=O)C(=O)O)C(=O)O	424.0	1.0		
C\1[C@H](NC(=C/C1=C/C=[N+]2[C@@H](CC3=CC(=C(C=C32)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O	535.0	1.0		
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	205.0	1.0		
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	203.0	1.0		
C1=CC=C(C=C1)C(C2=CC=CN2)C3=CC=CN3	208.0	1.0		
C1=CC2=CC3=CC=C(N3)C=C4C=CC(=N4)C=C5C=CC(=N5)C=C1N2	396.25	1.0	683.0	1.0
CN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	402.0	1.0	629.0	1.0
CCC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)CC)CC)C(=C4CC)CC)C(=C3CC)CC)CC	400.0	1.0	623.0	1.0
CCC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC)CC)CC)CC)C(=C3CC)CC)CC.[Mg+2]	409.75	1.0	582.0	1.0
CCC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)CC)CC)C(=C4CC)CC)C(=C3CC)CC)CC.[Cu+2]	400.0	1.0		
CCC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC)CC)CC)CC)C(=C3CC)CC)CC.[Zn+2]	404.25	1.0	571.0	1.0
C1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)C7=CC=CC=C7)C8=CC=CC=C8)C=C4)C9=CC=CC=C9)N3	419.25	1.0	649.0	1.0
C1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=CC=CC=C7)C8=CC=CC=C8)C=C4)C9=CC=CC=C9)[N-]3.[Zn+2]	422.75	1.0	645.0	1.0
CC1=CC(=C(C(=C1)C)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)C7=C(C=C(C=C7C)C)C)C8=C(C=C(C=C8C)C)C)C=C4)C9=C(C=C(C=C9C)C)C)N3)C	419.0	1.0	721.0	1.0
CC1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)C7=CC=C(C=C7)C)C8=CC=C(C=C8)C)C=C4)C9=CC=C(C=C9)C)N3	420.0	1.0	654.0	1.0
C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)C7=C(C=CC=C7Cl)Cl)C8=C(C=CC=C8Cl)Cl)C=C4)C9=C(C=CC=C9Cl)Cl)N3)Cl	419.0	1.0	716.0	1.0
C1=CC2=C(C3=NC(=C(C4=CC=C(N4)C(=C5C=CC(=N5)C(=C1N2)C6=C(C(=C(C(=C6F)F)F)F)F)C7=C(C(=C(C(=C7F)F)F)F)F)C8=C(C(=C(C(=C8F)F)F)F)F)C=C3)C9=C(C(=C(C(=C9F)F)F)F)F	417.0	1.0	712.0	1.0
CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)OC)CCC(=O)OC)C)C=C)C)C=C	408.0	1.0	633.0	1.0
CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C.O.[Fe+2]	385.9	1.0		
C1=CC=C2C(=C1)C3=CC4=NC(=CC5=C6C=CC=CC6=C(N5)C=C7C8=CC=CC=C8C(=N7)C=C2N3)C9=CC=CC=C94	429.0	1.0	663.0	1.0
C1=CC=C(C=C1)C2=C3C=CC(=C(C4=CC=C(N4)C5=CC=C(N5)C(=C6C=CC2=N6)C7=CC=CC=C7)C8=CC=CC=C8)N3	416.0	1.0	671.0	1.0
C1=CC2=C(C3=CC=C(N3)C4=CC=C(N4)C(=C5C=CC(=N5)C(=C1N2)C6=C(C(=C(C(=C6F)F)F)F)F)C7=C(C(=C(C(=C7F)F)F)F)F)C8=C(C(=C(C(=C8F)F)F)F)F	408.0	1.0	644.0	1.0
C1=CC2=CC3=CC=C(N3)C=C4C=CC(=N4)C5=NC(=CC6=CC=C(N6)C=C1N2)C=C5	491.0	1.0		
CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C	450.75	1.0		
CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)OC)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)OC	377.0	1.0		
CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	361.0	1.0		
C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C=CC=CC6=C(N5)N=C7C8=CC=CC=C8C(=N7)N=C2N3)C9=CC=CC=C94	698.5	1.0	701.0	1.0
C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C=CC=CC6=C([N-]5)N=C7C8=CC=CC=C8C(=N7)N=C2[N-]3)C9=CC=CC=C94.[Mg+2]	674.0	1.0	678.0	1.0
C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C=CC=CC6=C([N-]5)N=C7C8=CC=CC=C8C(=N7)N=C2[N-]3)C9=CC=CC=C94.[Zn+2]	674.0	1.0	678.5	1.0
CC(C)(C)C1=CC2=NC3=C(C=C(N3)N=C4C(=CC(=N4)N=C5C(=CC(=N5)N=C1N2)C(C)(C)C)C(C)(C)C)C(C)(C)C	624.38	1.0	626.0	1.0
CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]	429.0	1.0	666.0	1.0
CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C=O.[Mg+2]	453.0	1.0	644.0	1.0
CCC1=C(C2=NC1=CC3=C(C4=C([C@@H](C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)C(=O)OC)O)C)C	410.0	1.0	675.0	1.0
CCC1=C(C2=NC1=CC3=C(C4=C(CC(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)O)C)C	413.0	1.0	675.0	1.0
CCC1=C(C2=NC1=CC3=C(C4=C(CC(=C5[C@@H]([C@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)OC)C4=N3)O)C)C	414.0	1.0	676.0	1.0
CCC1=C2C=C3C(=C(C(=N3)C(=C4[C@H]([C@@H](C(=N4)C=C5C(=C(C(=CC(=C1C)N2)N5)C=C)C)C)CCC(=O)O)CC(=O)O)C(=O)O)C	401.0	1.0	668.0	1.0
CCC1=C(C2=NC1=CC3=C(C4=C(N3)C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C(=O)OC4=O)C)C	413.0	1.0	708.0	1.0
CC[C@@H]1[C@H](C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C(=O)C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]	780.2	1.0	791.0	1.0
